"SIGNAL","TIME1","TIME2","TDIFF","P","A00","A21","A45","A90","A45A","A45B","A45C","A90A","A90B","A90C","TDMAX"
5306,2017-08-13 08:00:00,2017-08-13 09:00:00,60,2,51,16,1,1,0,1,1,1,1,1,1.16500000158946
5306,2017-08-13 09:00:00,2017-08-13 10:00:00,60,2,30,30,3,4,3,3,3,3,3,3,1.08166666825612
5306,2017-08-13 10:00:00,2017-08-13 11:00:00,60,2,30,30,1,3,1,1,1,1,1,1,1.00166666507721
5306,2017-08-13 11:00:00,2017-08-13 12:00:00,60,2,30,30,0,0,0,0,0,0,0,0,1.04333333174388
5306,2017-08-13 12:00:00,2017-08-13 13:00:00,60,2,30,30,3,4,2,3,3,3,3,3,1.39000000158946
5306,2017-08-13 13:00:00,2017-08-13 14:00:00,60,2,30,30,0,0,0,0,0,0,0,0,1.39000000158946
5306,2017-08-13 14:00:00,2017-08-13 15:00:00,60,2,30,30,0,0,0,0,0,0,0,0,0.933333333333333
5306,2017-08-13 15:00:00,2017-08-13 16:00:00,60,2,29,29,0,0,0,0,0,0,0,0,1.275
5306,2017-08-13 16:00:00,2017-08-13 17:00:00,60,2,30,30,2,6,1,2,2,4,2,2,0.954999999205271
5306,2017-08-13 17:00:00,2017-08-13 18:00:00,60,2,30,30,4,4,0,1,1,1,1,1,1.09500000079473
5306,2017-08-13 18:00:00,2017-08-13 19:00:00,60,2,30,30,1,3,1,1,1,3,3,2,0.981666668256124
5306,2017-08-13 19:00:00,2017-08-13 20:00:00,60,2,30,30,0,0,0,0,0,0,0,0,1
5306,2017-08-13 20:00:00,2017-08-13 21:00:00,60,2,30,30,3,4,2,3,3,3,3,3,1.09333333174388
5306,2017-08-13 21:00:00,2017-08-13 22:00:00,60,2,30,30,0,0,0,0,0,0,0,0,1.02999999920527
5306,2017-08-13 22:00:00,2017-08-13 23:00:00,60,2,68,3,9,25,3,4,4,5,5,4,1.7133333325386
5306,2017-08-13 23:00:00,2017-08-14 00:00:00,60,2,58,1,1,1,0,1,1,1,1,1,2.57166666984558
5306,2017-08-14 00:00:00,2017-08-14 01:00:00,60,2,32,0,0,0,0,0,0,0,0,0,11.5299999992053
5306,2017-08-14 01:00:00,2017-08-14 02:00:00,60,2,15,0,0,0,0,0,0,0,0,0,11.5299999992053
5306,2017-08-14 02:00:00,2017-08-14 03:00:00,60,2,13,0,0,0,0,0,0,0,0,0,18.3016666650772
5306,2017-08-14 03:00:00,2017-08-14 04:00:00,60,2,26,0,0,0,0,0,0,0,0,0,10.525
5306,2017-08-14 04:00:00,2017-08-14 05:00:00,60,2,33,0,0,0,0,0,0,0,0,0,8.00166666507721
5306,2017-08-14 05:00:00,2017-08-14 06:00:00,60,2,73,1,1,1,1,1,1,1,1,1,1.75666666428248
5306,2017-08-14 06:00:00,2017-08-14 07:00:00,60,2,70,2,2,5,2,2,2,2,2,2,1.4633333325386
5306,2017-08-14 07:00:00,2017-08-14 08:00:00,60,2,30,30,0,0,0,0,0,0,0,0,0.984999998410543
5306,2017-08-14 08:00:00,2017-08-14 09:00:00,60,2,30,30,4,8,3,4,4,4,4,4,0.973333334922791
5306,2017-08-14 09:00:00,2017-08-14 10:00:00,60,2,30,30,2,8,2,2,2,2,2,2,0.954999999205271
5306,2017-08-14 10:00:00,2017-08-14 11:00:00,60,2,28,28,3,5,2,2,2,2,2,2,1.05666666428248
5306,2017-08-14 11:00:00,2017-08-14 12:00:00,60,2,27,27,6,29,6,6,6,12,11,10,0.978333334128062
5306,2017-08-14 12:00:00,2017-08-14 13:00:00,60,2,27,27,4,6,4,4,4,4,4,4,0.793333331743876
5306,2017-08-14 13:00:00,2017-08-14 14:00:00,60,2,27,27,8,13,3,5,5,6,6,6,0.978333334128062
5306,2017-08-14 14:00:00,2017-08-14 15:00:00,60,2,28,28,8,11,6,6,6,8,8,8,0.858333333333333
5306,2017-08-14 15:00:00,2017-08-14 16:00:00,60,2,24,24,6,35,2,3,3,5,3,2,0.958333333333333
5306,2017-08-14 16:00:00,2017-08-14 17:00:00,60,2,24,24,4,21,4,4,4,6,6,6,1.13166666825612
5306,2017-08-14 17:00:00,2017-08-14 18:00:00,60,2,24,24,2,2,2,2,2,2,2,2,0.958333333333333
5306,2017-08-14 18:00:00,2017-08-14 19:00:00,60,2,24,24,5,11,3,5,5,8,6,5,1.14333333174388
5306,2017-08-14 19:00:00,2017-08-14 20:00:00,60,2,27,27,4,5,3,3,3,4,4,4,1.09500000079473
5306,2017-08-14 20:00:00,2017-08-14 21:00:00,60,2,27,27,1,1,1,1,1,1,1,1,1.17333333492279
5306,2017-08-14 21:00:00,2017-08-14 22:00:00,60,2,62,7,8,13,6,7,7,8,8,8,1.22166666587194
5306,2017-08-14 22:00:00,2017-08-14 23:00:00,60,2,72,1,1,7,1,1,1,1,1,1,1.7
5306,2017-08-14 23:00:00,2017-08-15 00:00:00,60,2,62,1,1,1,1,1,1,1,1,1,2.3883333325386
5306,2017-08-15 00:00:00,2017-08-15 01:00:00,60,2,39,0,0,0,0,0,0,0,0,0,5.15999999841054
5306,2017-08-15 01:00:00,2017-08-15 02:00:00,60,2,27,0,0,0,0,0,0,0,0,0,8.81500000158946
5306,2017-08-15 02:00:00,2017-08-15 03:00:00,60,2,19,0,0,0,0,0,0,0,0,0,10.6916666666667
5306,2017-08-15 03:00:00,2017-08-15 04:00:00,60,2,21,0,0,0,0,0,0,0,0,0,9.0633333325386
5306,2017-08-15 04:00:00,2017-08-15 05:00:00,60,2,41,0,0,0,0,0,0,0,0,0,4.45333333412806
5306,2017-08-15 05:00:00,2017-08-15 06:00:00,60,2,58,0,0,0,0,0,0,0,0,0,3.40166666507721
5306,2017-08-15 06:00:00,2017-08-15 07:00:00,60,2,66,2,2,4,2,2,2,2,2,2,0.858333333333333
5306,2017-08-15 07:00:00,2017-08-15 08:00:00,60,2,30,30,1,1,1,1,1,1,1,1,1.01500000158946
5306,2017-08-15 08:00:00,2017-08-15 09:00:00,60,2,30,30,2,2,2,2,2,2,2,2,1
5306,2017-08-15 09:00:00,2017-08-15 10:00:00,60,2,30,30,5,36,4,5,5,8,7,6,0.95
5306,2017-08-15 10:00:00,2017-08-15 11:00:00,60,2,28,28,4,5,4,4,4,4,4,4,1.07999999920527
5306,2017-08-15 11:00:00,2017-08-15 12:00:00,60,2,27,27,4,6,4,4,4,5,5,5,0.946666665871938
5306,2017-08-15 12:00:00,2017-08-15 13:00:00,60,2,27,27,4,7,2,3,3,5,3,3,0.951666665077209
5306,2017-08-15 13:00:00,2017-08-15 14:00:00,60,2,28,28,5,5,5,5,5,5,5,5,0.883333333333333
5306,2017-08-15 14:00:00,2017-08-15 15:00:00,60,2,27,27,2,8,1,2,2,2,2,2,1.01666666666667
5306,2017-08-15 15:00:00,2017-08-15 16:00:00,60,2,24,24,4,18,3,4,4,10,9,6,1.30166666905085
5306,2017-08-15 16:00:00,2017-08-15 17:00:00,60,2,24,24,3,19,3,3,3,6,4,4,1.13333333333333
5306,2017-08-15 17:00:00,2017-08-15 18:00:00,60,2,24,24,2,3,2,2,2,2,2,2,1.10333333412806
5306,2017-08-15 18:00:00,2017-08-15 19:00:00,60,2,24,24,1,1,1,1,1,1,1,1,1.21500000158946
5306,2017-08-15 19:00:00,2017-08-15 20:00:00,60,2,27,27,0,0,0,0,0,0,0,0,1.10499999920527
5306,2017-08-15 20:00:00,2017-08-15 21:00:00,60,2,27,27,3,6,1,2,2,1,1,1,1.15999999841054
5306,2017-08-15 21:00:00,2017-08-15 22:00:00,60,2,58,4,4,6,4,4,4,4,4,4,0.770000000794729
5306,2017-08-15 22:00:00,2017-08-15 23:00:00,60,2,73,4,5,5,4,5,5,5,5,5,0.833333333333333
5306,2017-08-15 23:00:00,2017-08-16 00:00:00,60,2,69,1,1,1,1,1,1,1,1,1,1.6133333325386
5306,2017-08-16 00:00:00,2017-08-16 01:00:00,60,2,42,0,0,0,0,0,0,0,0,0,5.7
5306,2017-08-16 01:00:00,2017-08-16 02:00:00,60,2,17,0,0,0,0,0,0,0,0,0,10.6799999992053
5306,2017-08-16 02:00:00,2017-08-16 03:00:00,60,2,13,1,1,1,0,1,1,1,1,1,14.4899999976158
5306,2017-08-16 03:00:00,2017-08-16 04:00:00,60,2,18,1,1,1,0,1,1,1,1,1,14.4899999976158
5306,2017-08-16 04:00:00,2017-08-16 05:00:00,60,2,34,0,0,0,0,0,0,0,0,0,4.98666666348775
5306,2017-08-16 05:00:00,2017-08-16 06:00:00,60,2,65,1,1,1,1,1,1,1,1,1,3.33333333333333
5306,2017-08-16 06:00:00,2017-08-16 07:00:00,60,2,65,3,3,5,2,3,3,3,3,3,1.29833333492279
5306,2017-08-16 07:00:00,2017-08-16 08:00:00,60,2,29,29,1,7,1,1,1,1,1,1,1.22833333015442
5306,2017-08-16 08:00:00,2017-08-16 09:00:00,60,2,30,30,3,3,3,3,3,3,3,3,0.916666666666667
5306,2017-08-16 09:00:00,2017-08-16 10:00:00,60,2,29,29,4,7,2,3,3,2,2,2,0.918333331743876
5306,2017-08-16 10:00:00,2017-08-16 11:00:00,60,2,28,28,0,0,0,0,0,0,0,0,1.5
5306,2017-08-16 11:00:00,2017-08-16 12:00:00,60,2,27,27,3,5,3,3,3,3,3,3,0.956666668256124
5306,2017-08-16 12:00:00,2017-08-16 13:00:00,60,2,27,27,3,4,3,3,3,3,3,3,0.940000001589457
5306,2017-08-16 13:00:00,2017-08-16 14:00:00,60,2,27,27,3,9,3,3,3,6,4,4,1.0116666674614
5306,2017-08-16 14:00:00,2017-08-16 15:00:00,60,2,28,28,2,3,2,2,2,3,3,3,0.883333333333333
5306,2017-08-16 15:00:00,2017-08-16 16:00:00,60,2,24,24,5,8,5,5,5,5,5,5,1.62000000079473
5306,2017-08-16 16:00:00,2017-08-16 17:00:00,60,2,24,24,4,9,4,4,4,7,5,5,0.991666666666667
5306,2017-08-16 17:00:00,2017-08-16 18:00:00,60,2,24,24,1,1,1,1,1,1,1,1,1.1616666674614
5306,2017-08-16 18:00:00,2017-08-16 19:00:00,60,2,24,24,3,37,3,4,4,3,3,3,1.35166666507721
5306,2017-08-16 19:00:00,2017-08-16 20:00:00,60,2,27,27,4,4,3,4,4,4,4,4,1.15999999841054
5306,2017-08-16 20:00:00,2017-08-16 21:00:00,60,2,27,27,6,15,6,6,6,7,6,6,1.10333333412806
5306,2017-08-16 21:00:00,2017-08-16 22:00:00,60,2,55,5,5,10,5,5,5,8,8,7,1.47333333094915
5306,2017-08-16 22:00:00,2017-08-16 23:00:00,60,2,70,3,3,7,3,3,3,4,4,3,1.49166666666667
5306,2017-08-16 23:00:00,2017-08-17 00:00:00,60,2,67,1,1,3,1,1,1,1,1,1,2.40666666825612
5306,2017-08-17 00:00:00,2017-08-17 01:00:00,60,2,45,1,1,1,0,1,1,1,1,1,5.09166666666667
5306,2017-08-17 01:00:00,2017-08-17 02:00:00,60,2,22,1,1,1,0,1,1,1,1,1,7.3
5306,2017-08-17 02:00:00,2017-08-17 03:00:00,60,2,16,0,0,0,0,0,0,0,0,0,15.3466666658719
5306,2017-08-17 03:00:00,2017-08-17 04:00:00,60,2,20,0,0,0,0,0,0,0,0,0,12.2333333333333
5306,2017-08-17 04:00:00,2017-08-17 05:00:00,60,2,36,0,0,0,0,0,0,0,0,0,6.02999999920527
5306,2017-08-17 05:00:00,2017-08-17 06:00:00,60,2,68,1,1,1,1,1,1,1,1,1,3.74333333174388
5306,2017-08-17 06:00:00,2017-08-17 07:00:00,60,2,65,2,2,4,2,2,2,2,2,2,1.61833333571752
5306,2017-08-17 07:00:00,2017-08-17 08:00:00,60,2,31,31,2,4,2,2,2,2,2,2,1.13166666825612
5306,2017-08-17 08:00:00,2017-08-17 09:00:00,60,2,30,30,3,6,3,3,3,5,5,5,1.02999999920527
5306,2017-08-17 09:00:00,2017-08-17 10:00:00,60,2,30,30,5,6,5,5,5,5,5,5,0.970000000794729
5306,2017-08-17 10:00:00,2017-08-17 11:00:00,60,2,26,26,2,2,0,2,2,2,2,2,1.50666666825612
5306,2017-08-17 11:00:00,2017-08-17 12:00:00,60,2,27,27,2,8,2,2,2,5,4,4,1.1116666674614
5306,2017-08-17 12:00:00,2017-08-17 13:00:00,60,2,27,27,2,11,2,2,2,6,4,3,1.02666666507721
5306,2017-08-17 13:00:00,2017-08-17 14:00:00,60,2,27,27,4,6,4,4,4,5,5,5,0.991666666666667
5306,2017-08-17 14:00:00,2017-08-17 15:00:00,60,2,28,28,6,11,6,6,6,7,7,7,0.886666667461395
5306,2017-08-17 15:00:00,2017-08-17 16:00:00,60,2,24,24,3,9,3,3,3,7,5,5,1.28333333333333
5306,2017-08-17 16:00:00,2017-08-17 17:00:00,60,2,24,24,2,17,2,3,3,2,2,2,1.28333333333333
5306,2017-08-17 17:00:00,2017-08-17 18:00:00,60,2,24,24,3,6,2,3,3,5,4,3,0.958333333333333
5306,2017-08-17 18:00:00,2017-08-17 19:00:00,60,2,24,24,1,2,1,1,1,1,1,1,1.24333333174388
5306,2017-08-17 19:00:00,2017-08-17 20:00:00,60,2,27,27,7,8,4,6,6,6,6,6,1.06666666666667
5306,2017-08-17 20:00:00,2017-08-17 21:00:00,60,2,27,27,3,3,3,3,3,3,3,3,1.1133333325386
5306,2017-08-17 21:00:00,2017-08-17 22:00:00,60,2,51,2,2,3,2,2,2,3,3,2,0.876666665077209
5306,2017-08-17 22:00:00,2017-08-17 23:00:00,60,2,68,2,2,3,2,2,2,2,2,2,2.28499999841054
5306,2017-08-17 23:00:00,2017-08-18 00:00:00,60,2,67,1,1,1,1,1,1,1,1,1,2.79666666587194
5306,2017-08-18 00:00:00,2017-08-18 01:00:00,60,2,51,1,1,1,0,1,1,1,1,1,3.44833333094915
5306,2017-08-18 01:00:00,2017-08-18 02:00:00,60,2,26,1,1,1,0,1,1,1,1,1,8.68333333333333
5306,2017-08-18 02:00:00,2017-08-18 03:00:00,60,2,20,0,0,0,0,0,0,0,0,0,8.68333333333333
5306,2017-08-18 03:00:00,2017-08-18 04:00:00,60,2,27,0,0,0,0,0,0,0,0,0,9.07333333492279
5306,2017-08-18 04:00:00,2017-08-18 05:00:00,60,2,30,0,0,0,0,0,0,0,0,0,8.16501666704814
5306,2017-08-18 05:00:00,2017-08-18 06:00:00,60,2,70,0,0,0,0,0,0,0,0,0,2.19333333571752
5306,2017-08-18 06:00:00,2017-08-18 07:00:00,60,2,67,3,3,3,3,3,3,3,3,3,1.3866666674614
5306,2017-08-18 07:00:00,2017-08-18 08:00:00,60,2,31,31,0,0,0,0,0,0,0,0,1.175
5306,2017-08-18 08:00:00,2017-08-18 09:00:00,60,2,30,30,0,0,0,0,0,0,0,0,0.956666668256124
5306,2017-08-18 09:00:00,2017-08-18 10:00:00,60,2,30,30,1,2,1,1,1,1,1,1,0.945000000794729
5306,2017-08-18 10:00:00,2017-08-18 11:00:00,60,2,28,28,3,5,3,3,3,3,3,3,1.05
5306,2017-08-18 11:00:00,2017-08-18 12:00:00,60,2,27,27,7,9,6,7,7,9,9,9,1.00999999841054
5306,2017-08-18 12:00:00,2017-08-18 13:00:00,60,2,27,27,5,8,4,5,5,7,7,7,0.825
5306,2017-08-18 13:00:00,2017-08-18 14:00:00,60,2,27,27,11,17,6,9,9,12,11,11,0.884999998410543
5306,2017-08-18 14:00:00,2017-08-18 15:00:00,60,2,28,28,3,3,3,3,3,3,3,3,0.865000001589457
5306,2017-08-18 15:00:00,2017-08-18 16:00:00,60,2,24,24,4,4,4,4,4,4,4,4,1.1133333325386
5306,2017-08-18 16:00:00,2017-08-18 17:00:00,60,2,24,24,2,3,2,2,2,2,2,2,1.175
5306,2017-08-18 17:00:00,2017-08-18 18:00:00,60,2,24,24,5,11,5,5,5,7,7,7,1.00333333412806
5306,2017-08-18 18:00:00,2017-08-18 19:00:00,60,2,24,24,3,3,2,3,3,3,3,3,1.13499999841054
5306,2017-08-18 19:00:00,2017-08-18 20:00:00,60,2,27,27,3,32,2,3,3,4,4,4,1.0133333325386
5306,2017-08-18 20:00:00,2017-08-18 21:00:00,60,2,27,27,6,11,6,6,6,6,6,6,1.05999999841054
5306,2017-08-18 21:00:00,2017-08-18 22:00:00,60,2,46,7,7,45,7,7,7,12,8,7,1.00166666507721
5306,2017-08-18 22:00:00,2017-08-18 23:00:00,60,2,67,3,6,11,2,3,3,5,5,5,1.09166666666667
5306,2017-08-18 23:00:00,2017-08-19 00:00:00,60,2,63,3,5,8,2,3,3,4,3,3,2.14833333094915
5306,2017-08-19 00:00:00,2017-08-19 01:00:00,60,2,51,1,1,1,0,1,1,1,1,1,3.07000000079473
5306,2017-08-19 01:00:00,2017-08-19 02:00:00,60,2,43,2,3,3,1,2,2,2,2,2,3.57833333412806
5306,2017-08-19 02:00:00,2017-08-19 03:00:00,60,2,28,2,2,2,0,2,2,2,2,2,7.15166666507721
5306,2017-08-19 03:00:00,2017-08-19 04:00:00,60,2,17,0,0,0,0,0,0,0,0,0,7.92666666507721
5306,2017-08-19 04:00:00,2017-08-19 05:00:00,60,2,26,0,0,0,0,0,0,0,0,0,10.1466666658719
5306,2017-08-19 05:00:00,2017-08-19 06:00:00,60,2,52,1,1,0,0,0,0,0,0,0,2.74333333174388
5306,2017-08-19 06:00:00,2017-08-19 07:00:00,60,2,62,2,2,2,2,2,2,2,2,2,2.2633333325386
5306,2017-08-19 07:00:00,2017-08-19 08:00:00,60,2,48,15,1,1,1,1,1,1,1,1,1.85666666428248
5306,2017-08-19 08:00:00,2017-08-19 09:00:00,60,2,30,30,1,1,1,1,1,1,1,1,1.00999999841054
5306,2017-08-19 09:00:00,2017-08-19 10:00:00,60,2,30,30,7,15,4,5,5,8,5,4,0.931666668256124
5306,2017-08-19 10:00:00,2017-08-19 11:00:00,60,2,27,27,9,27,4,6,6,7,7,7,1.02166666587194
5306,2017-08-19 11:00:00,2017-08-19 12:00:00,60,2,27,27,4,4,4,4,4,4,4,4,1.09500000079473
5306,2017-08-19 12:00:00,2017-08-19 13:00:00,60,2,27,27,1,1,1,1,1,1,1,1,0.908333333333333
5306,2017-08-19 13:00:00,2017-08-19 14:00:00,60,2,27,27,4,6,3,4,4,4,4,4,0.908333333333333
5306,2017-08-19 14:00:00,2017-08-19 15:00:00,60,2,28,28,5,14,2,2,2,2,2,2,0.908333333333333
5306,2017-08-19 15:00:00,2017-08-19 16:00:00,60,2,27,27,1,1,0,1,1,1,1,1,0.908333333333333
5306,2017-08-19 16:00:00,2017-08-19 17:00:00,60,2,27,27,3,9,3,3,3,3,3,3,0.961666667461395
5306,2017-08-19 17:00:00,2017-08-19 18:00:00,60,2,28,28,1,2,1,1,1,1,1,1,0.908333333333333
5306,2017-08-19 18:00:00,2017-08-19 19:00:00,60,2,27,27,4,6,3,4,4,4,4,4,1.075
5306,2017-08-19 19:00:00,2017-08-19 20:00:00,60,2,30,30,4,9,3,4,4,5,5,5,0.933333333333333
5306,2017-08-19 20:00:00,2017-08-19 21:00:00,60,2,30,30,5,6,5,5,5,5,5,5,0.933333333333333
5306,2017-08-19 21:00:00,2017-08-19 22:00:00,60,2,30,30,4,5,4,4,4,5,5,5,0.966666666666667
5306,2017-08-19 22:00:00,2017-08-19 23:00:00,60,2,59,2,5,37,2,4,4,4,2,2,1.13166666428248
5306,2017-08-19 23:00:00,2017-08-20 00:00:00,60,2,73,3,3,10,3,3,3,4,4,4,1.08499999841054
5306,2017-08-20 00:00:00,2017-08-20 01:00:00,60,2,57,1,1,1,1,1,1,1,1,1,5.63166666825612
5306,2017-08-20 01:00:00,2017-08-20 02:00:00,60,2,49,0,0,0,0,0,0,0,0,0,8.55499999920527
5306,2017-08-20 02:00:00,2017-08-20 03:00:00,60,2,20,0,0,0,0,0,0,0,0,0,13.4416666666667
5306,2017-08-20 03:00:00,2017-08-20 04:00:00,60,2,16,0,0,0,0,0,0,0,0,0,13.4416666666667
5306,2017-08-20 04:00:00,2017-08-20 05:00:00,60,2,22,1,1,1,1,1,1,1,1,1,7.31666666666667
5306,2017-08-20 05:00:00,2017-08-20 06:00:00,60,2,34,0,0,0,0,0,0,0,0,0,6.58499999841054
5306,2017-08-20 06:00:00,2017-08-20 07:00:00,60,2,47,1,1,0,0,0,0,0,0,0,3.26999999682109
5306,2017-08-20 07:00:00,2017-08-20 08:00:00,60,2,64,0,0,0,0,0,0,0,0,0,2.6366666674614
5306,2017-08-20 08:00:00,2017-08-20 09:00:00,60,2,47,15,1,1,1,1,1,1,1,1,2.32999999920527
5306,2017-08-20 09:00:00,2017-08-20 10:00:00,60,2,30,30,3,8,3,3,3,6,6,5,1.27666666507721
5306,2017-08-20 10:00:00,2017-08-20 11:00:00,60,2,30,30,3,3,2,3,3,3,3,3,1.14333333174388
5306,2017-08-20 11:00:00,2017-08-20 12:00:00,60,2,30,30,4,7,3,4,4,6,5,5,0.926666669050852
5306,2017-08-20 12:00:00,2017-08-20 13:00:00,60,2,30,30,4,8,2,3,3,3,3,3,0.933333333333333
5306,2017-08-20 13:00:00,2017-08-20 14:00:00,60,2,30,30,0,0,0,0,0,0,0,0,0.983333333333333
5306,2017-08-20 14:00:00,2017-08-20 15:00:00,60,2,30,30,0,0,0,0,0,0,0,0,0.941666666666667
5306,2017-08-20 15:00:00,2017-08-20 16:00:00,60,2,30,30,1,1,1,1,1,1,1,1,1.02000000079473
5306,2017-08-20 16:00:00,2017-08-20 17:00:00,60,2,30,30,3,18,3,3,3,4,4,3,0.929999999205271
5306,2017-08-20 17:00:00,2017-08-20 18:00:00,60,2,30,30,1,3,1,1,1,3,2,2,0.918333331743876
5306,2017-08-20 18:00:00,2017-08-20 19:00:00,60,2,30,30,1,1,1,1,1,1,1,1,0.953333330154419
5306,2017-08-20 19:00:00,2017-08-20 20:00:00,60,2,29,29,6,6,2,4,4,4,4,4,1.54166666666667
5306,2017-08-20 20:00:00,2017-08-20 21:00:00,60,2,30,30,2,3,2,2,2,3,3,3,0.990000001589457
5306,2017-08-20 21:00:00,2017-08-20 22:00:00,60,2,30,30,3,4,3,3,3,3,3,3,1.225
5306,2017-08-20 22:00:00,2017-08-20 23:00:00,60,2,70,0,0,0,0,0,0,0,0,0,2.12166666587194
5306,2017-08-20 23:00:00,2017-08-21 00:00:00,60,2,52,1,1,1,0,1,1,1,1,1,3.78166666428248
5306,2017-08-21 00:00:00,2017-08-21 01:00:00,60,2,30,1,1,1,1,1,1,1,1,1,10.175
5306,2017-08-21 01:00:00,2017-08-21 02:00:00,60,2,19,0,0,0,0,0,0,0,0,0,11.5316666682561
5306,2017-08-21 02:00:00,2017-08-21 03:00:00,60,2,21,0,0,0,0,0,0,0,0,0,8.86999999682109
5306,2017-08-21 03:00:00,2017-08-21 04:00:00,60,2,26,0,0,0,0,0,0,0,0,0,7.90833333333333
5306,2017-08-21 04:00:00,2017-08-21 05:00:00,60,2,43,2,2,2,2,2,2,2,2,2,5.32166666984558
5306,2017-08-21 05:00:00,2017-08-21 06:00:00,60,2,68,0,0,0,0,0,0,0,0,0,1.84666666587194
5306,2017-08-21 06:00:00,2017-08-21 07:00:00,60,2,65,6,9,13,6,6,6,5,5,5,1.2633333325386
5306,2017-08-21 07:00:00,2017-08-21 08:00:00,60,2,31,31,3,6,3,3,3,4,3,3,1.05666666825612
5306,2017-08-21 08:00:00,2017-08-21 09:00:00,60,2,30,30,4,4,4,4,4,4,4,4,0.943333331743876
5306,2017-08-21 09:00:00,2017-08-21 10:00:00,60,2,30,30,5,8,4,5,5,5,5,5,0.940000001589457
5306,2017-08-21 10:00:00,2017-08-21 11:00:00,60,2,27,27,4,4,1,2,2,2,2,2,0.904999999205271
5306,2017-08-21 11:00:00,2017-08-21 12:00:00,60,2,27,27,2,11,2,2,2,4,4,4,1.15999999841054
5306,2017-08-21 12:00:00,2017-08-21 13:00:00,60,2,27,27,2,2,2,2,2,2,2,2,1.08166666825612
5306,2017-08-21 13:00:00,2017-08-21 14:00:00,60,2,27,27,7,10,5,5,5,6,6,6,0.981666668256124
5306,2017-08-21 14:00:00,2017-08-21 15:00:00,60,2,28,28,4,6,4,4,4,5,5,5,1.00999999841054
5306,2017-08-21 15:00:00,2017-08-21 16:00:00,60,2,24,24,4,5,2,4,4,4,4,4,1.38499999841054
5306,2017-08-21 16:00:00,2017-08-21 17:00:00,60,2,24,24,4,6,4,4,4,4,4,4,1.1366666674614
5306,2017-08-21 17:00:00,2017-08-21 18:00:00,60,2,24,24,2,4,2,2,2,3,3,3,1.17333333492279
5306,2017-08-21 18:00:00,2017-08-21 19:00:00,60,2,24,24,5,12,5,5,5,7,5,5,1.14166666666667
5306,2017-08-21 19:00:00,2017-08-21 20:00:00,60,2,27,27,1,1,1,1,1,1,1,1,1.04166666666667
5306,2017-08-21 20:00:00,2017-08-21 21:00:00,60,2,27,27,2,2,2,2,2,2,2,2,1.05
5306,2017-08-21 21:00:00,2017-08-21 22:00:00,60,2,52,4,4,10,4,4,4,7,6,6,0.771666669845581
5306,2017-08-21 22:00:00,2017-08-21 23:00:00,60,2,72,2,2,2,2,2,2,2,2,2,0.983333333333333
5306,2017-08-21 23:00:00,2017-08-22 00:00:00,60,2,63,2,2,2,1,2,2,2,2,2,2.41999999682109
5306,2017-08-22 00:00:00,2017-08-22 01:00:00,60,2,48,4,4,4,2,4,4,4,4,4,4.54666666587194
5306,2017-08-22 01:00:00,2017-08-22 02:00:00,60,2,32,0,0,0,0,0,0,0,0,0,4.81666666666667
5306,2017-08-22 02:00:00,2017-08-22 03:00:00,60,2,22,0,0,0,0,0,0,0,0,0,14.0449999968211
5306,2017-08-22 03:00:00,2017-08-22 04:00:00,60,2,24,0,0,0,0,0,0,0,0,0,14.0449999968211
5306,2017-08-22 04:00:00,2017-08-22 05:00:00,60,2,37,1,1,1,1,1,1,1,1,1,4.30333333015442
5306,2017-08-22 05:00:00,2017-08-22 06:00:00,60,2,56,0,0,0,0,0,0,0,0,0,4.30333333015442
5306,2017-08-22 06:00:00,2017-08-22 07:00:00,60,2,69,1,1,1,1,1,1,1,1,1,1.05499999920527
5306,2017-08-22 07:00:00,2017-08-22 08:00:00,60,2,31,31,2,4,2,2,2,2,2,2,1.05999999841054
5306,2017-08-22 08:00:00,2017-08-22 09:00:00,60,2,30,30,6,13,5,6,6,8,7,7,0.9
5306,2017-08-22 09:00:00,2017-08-22 10:00:00,60,2,30,30,2,8,2,2,2,2,2,2,0.958333333333333
5306,2017-08-22 10:00:00,2017-08-22 11:00:00,60,2,27,27,1,2,1,1,1,1,1,1,1.17333333492279
5306,2017-08-22 11:00:00,2017-08-22 12:00:00,60,2,27,27,4,6,4,4,4,6,6,5,0.92666666507721
5306,2017-08-22 12:00:00,2017-08-22 13:00:00,60,2,27,27,7,15,5,6,6,10,8,8,0.796666665871938
5306,2017-08-22 13:00:00,2017-08-22 14:00:00,60,2,27,27,3,10,3,3,3,5,5,5,0.858333333333333
5306,2017-08-22 14:00:00,2017-08-22 15:00:00,60,2,28,28,7,8,6,6,6,8,8,8,1.02666666507721
5306,2017-08-22 15:00:00,2017-08-22 16:00:00,60,2,24,24,4,6,4,4,4,5,4,4,1.20166666905085
5306,2017-08-22 16:00:00,2017-08-22 17:00:00,60,2,24,24,3,5,3,3,3,4,4,4,1.11666666666667
5306,2017-08-22 17:00:00,2017-08-22 18:00:00,60,2,24,24,3,4,3,3,3,4,3,3,0.958333333333333
5306,2017-08-22 18:00:00,2017-08-22 19:00:00,60,2,24,24,3,3,3,3,3,3,3,3,1.42333333492279
5306,2017-08-22 19:00:00,2017-08-22 20:00:00,60,2,27,27,6,10,2,3,3,3,3,3,1.05833333333333
5306,2017-08-22 20:00:00,2017-08-22 21:00:00,60,2,27,27,3,4,2,3,3,3,3,3,1.11833333174388
