"VIDEOID","SIGNALID","LOCATION","TIME1","TIME2","X1","X2","X3","X4","P1","P2","P3","P4","C1","C2","C3","C4","PERSON1","PERSON2","SAVED","NOTES"
1,5306,"Main St / US-89/91 @ 400 N / US-89, LGN",2019-01-31 12:00:00,2019-01-31 14:59:59,"","E","S","",8,2,NA,6,"","SE","","","PAS","",2020-08-16 17:30:05,""
